id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL045_L_1967_03_089_03_1_PF_04,Yonne,professeur lycée technique,Parti communiste français,05/03/1967,Parti communiste français
EL043_L_1967_03_007_01_2_PF_01,Ardèche,non mentionné,Parti communiste français,12/03/1967,Parti communiste français
EL043_L_1967_03_007_01_2_PF_02,Ardèche,directeur général contrôle oléagineux et corps gras,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_007_02_2_PF_01,Ardèche,docteur-vétérinaire,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_007_02_2_PF_02,Ardèche,conseiller technique,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_007_02_2_PF_03,Ardèche,non mentionné,Républicains indépendants d'action sociale,12/03/1967,Républicains indépendants
EL043_L_1967_03_031_01_2_PF_01,Haute-Garonne,professeur honoraire Université,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_031_01_2_PF_02,Haute-Garonne,libraire,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_031_02_2_PF_01,Haute-Garonne,administrateur civil,indépendant,12/03/1967,Indépendant
EL043_L_1967_03_031_02_2_PF_02,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_031_03_2_PF_01,Haute-Garonne,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_031_03_2_PF_02,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_031_04_2_PF_01,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_031_04_2_PF_02,Haute-Garonne,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_031_05_2_PF_01,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_031_05_2_PF_02,Haute-Garonne,non mentionné,aucun parti politique,12/03/1967,Sans parti
EL043_L_1967_03_031_06_2_PF_01,Haute-Garonne,non mentionné,radical-socialiste,12/03/1967,Parti radical / radical-socialiste
EL043_L_1967_03_031_06_2_PF_02,Haute-Garonne,non mentionné,gauche,12/03/1967,Gauche non communiste
EL043_L_1967_03_033_01_2_PF_01,Gironde,inspecteur société,Union paneuropéenne,12/03/1967,Européens / paneuropéens
EL043_L_1967_03_033_01_2_PF_02,Gironde,chef des services Caisse d'épargne,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_033_10_2_PF_01,Gironde,professeur,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_033_10_2_PF_02,Gironde,délégué général organisation professionnelle,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_10_2_PF_03,Gironde,propriétaire viticulteur,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_02_2_PF_01,Gironde,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_02_2_PF_02,Gironde,ingénieur,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_033_03_2_PF_01,Gironde,professeur collège d'enseignement général cours professionnels lycée technique,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_03_2_PF_02,Gironde,avocat,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_04_2_PF_01,Gironde,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_04_2_PF_02,Gironde,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_05_2_PF_01,Gironde,non mentionné,Rassemblement démocratique,12/03/1967,Divers droite républicaine
EL043_L_1967_03_033_05_2_PF_02,Gironde,non mentionné,Républicains indépendants,12/03/1967,Républicains indépendants
EL043_L_1967_03_033_06_2_PF_01,Gironde,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_033_06_2_PF_02,Gironde,docteur en médecine,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_07_2_PF_01,Gironde,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_07_2_PF_02,Gironde,non mentionné,Comité Ve République,12/03/1967,Gaullistes / Ve République
EL043_L_1967_03_033_07_2_PF_03,Gironde,avocat Cour,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_07_2_PF_04,Gironde,cheminot,Parti communiste français,12/03/1967,Parti communiste français
EL043_L_1967_03_033_08_2_PF_01,Gironde,administrateur chef de division Assemblée nationale,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL043_L_1967_03_033_08_2_PF_02,Gironde,non mentionné,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_09_2_PF_01,Gironde,avocat,non mentionné,12/03/1967,Non mentionné
EL043_L_1967_03_033_09_2_PF_02,Gironde,professeur histoire géographie,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL044_L_1967_03_055_01_2_PF_01,Meuse,non mentionné,Parti communiste français,12/03/1967,Parti communiste français
EL044_L_1967_03_055_01_2_PF_02,Meuse,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_01_2_PF_01,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_01_2_PF_02,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_02_2_PF_01,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_02_2_PF_02,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_03_2_PF_01,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_03_2_PF_02,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_04_2_PF_01,Somme,non mentionné,Fédération de la gauche démocrate et socialiste,12/03/1967,FGDS
EL045_L_1967_03_080_04_2_PF_02,Somme,avocat Barreau,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_05_2_PF_01,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_080_05_2_PF_02,Somme,non mentionné,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_089_01_2_PF_01,Yonne,auditeur Cour des comptes,Républicains indépendants,12/03/1967,Républicains indépendants
EL045_L_1967_03_089_01_2_PF_02,Yonne,non mentionné,gauche,12/03/1967,Gauche non communiste
EL045_L_1967_03_089_03_2_PF_01,Yonne,minotier,non mentionné,12/03/1967,Non mentionné
EL045_L_1967_03_089_03_2_PF_02,Yonne,non mentionné,Parti communiste français,12/03/1967,Parti communiste français
EL047_L_1968_06_007_01_1_PF_01,Ardèche,instituteur,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_007_01_1_PF_02,Ardèche,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_007_01_1_PF_03,Ardèche,directeur Centre d'orientation,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_007_01_1_PF_04,Ardèche,expert IVe Commission CODER,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_007_02_1_PF_01,Ardèche,agent de méthode SAVIEM,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_007_02_1_PF_02,Ardèche,docteur-vétérinaire,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_007_02_1_PF_03,Ardèche,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_007_02_1_PF_04,Ardèche,non mentionné,Républicain indépendant d'action sociale,23/06/1968,Républicains indépendants
EL047_L_1968_06_007_03_1_PF_01,Ardèche,médecin,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_007_03_1_PF_02,Ardèche,viticulteur,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_007_03_1_PF_03,Ardèche,non mentionné,Progrès et démocratie moderne,23/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_007_03_1_PF_04,Ardèche,non mentionné,Union des démocrates pour la Ve République,23/06/1968,UDR
EL047_L_1968_06_031_01_1_PF_01,Haute-Garonne,avocat Cour d'Appel,indépendant de progrès,23/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_031_01_1_PF_02,Haute-Garonne,professeur honoraire Université,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_01_1_PF_03,Haute-Garonne,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_031_01_1_PF_04,Haute-Garonne,ouvrier chimiste,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_031_01_1_PF_05,Haute-Garonne,chargé d'études,Centre démocrate,23/06/1968,Centre démocrate
EL047_L_1968_06_031_01_1_PF_06,Haute-Garonne,cadre administratif,Fédération nationale des Républicains indépendants,23/06/1968,Républicains indépendants
EL047_L_1968_06_031_01_1_PF_07,Haute-Garonne,médecin-conseil,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_02_1_PF_01,Haute-Garonne,administrateur civil,Républicain indépendant de progrès,23/06/1968,Républicains indépendants
EL047_L_1968_06_031_02_1_PF_02,Haute-Garonne,inspecteur SNCF,Centre démocrate,23/06/1968,Centre démocrate
EL047_L_1968_06_031_02_1_PF_03,Haute-Garonne,cheminot,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_031_02_1_PF_04,Haute-Garonne,ingénieur Arts et Manufactures,Club Technique et démocratie,23/06/1968,Centre démocrate modéré
EL047_L_1968_06_031_02_1_PF_05,Haute-Garonne,avocat Cour,Union de la gauche Ve République,23/06/1968,Gauche non communiste
EL047_L_1968_06_031_02_1_PF_06,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_02_1_PF_07,Haute-Garonne,aide-comptable bâtiment,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_03_1_PF_01,Haute-Garonne,avocat Cour,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_031_03_1_PF_02,Haute-Garonne,chef de service politique revue,Républicains indépendants,23/06/1968,Républicains indépendants
EL047_L_1968_06_031_03_1_PF_03,Haute-Garonne,employé,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_031_03_1_PF_04,Haute-Garonne,docteur,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_031_03_1_PF_05,Haute-Garonne,agent général d'assurances,Centre démocrate,23/06/1968,Centre démocrate
EL047_L_1968_06_031_03_1_PF_06,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_03_1_PF_07,Haute-Garonne,chercheur Faculté des Sciences,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_04_1_PF_01,Haute-Garonne,inspecteur central Trésor,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_04_1_PF_02,Haute-Garonne,ajusteur,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_031_04_1_PF_03,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_04_1_PF_04,Haute-Garonne,journaliste,Fédération nationale des Républicains indépendants,23/06/1968,Républicains indépendants
EL047_L_1968_06_031_04_1_PF_05,Haute-Garonne,comptable,Centre démocrate,23/06/1968,Centre démocrate
EL047_L_1968_06_031_04_1_PF_06,Haute-Garonne,non mentionné,Union des démocrates pour la Ve République,23/06/1968,UDR
EL047_L_1968_06_031_05_1_PF_01,Haute-Garonne,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_031_05_1_PF_02,Haute-Garonne,dessinateur,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_031_05_1_PF_03,Haute-Garonne,professeur,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_05_1_PF_04,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_05_1_PF_05,Haute-Garonne,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_031_06_1_PF_01,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_031_06_1_PF_02,Haute-Garonne,journaliste parlementaire,Républicains indépendants,23/06/1968,Républicains indépendants
EL047_L_1968_06_031_06_1_PF_03,Haute-Garonne,avocat,républicain,23/06/1968,Divers républicain
EL047_L_1968_06_031_06_1_PF_04,Haute-Garonne,non mentionné,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_031_06_1_PF_05,Haute-Garonne,professeur,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_01_1_PF_01,Gironde,conseiller technique société,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_01_1_PF_02,Gironde,ajusteur Aéronautique,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_01_1_PF_03,Gironde,docteur,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_01_1_PF_04,Gironde,docteur en médecine,Centre national des indépendants et paysans,23/06/1968,CNIP / Indépendants et paysans
EL047_L_1968_06_033_01_1_PF_05,Gironde,maître-assistant Faculté des Lettres et Sciences humaines,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_033_10_1_PF_01,Gironde,professeur,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_10_1_PF_02,Gironde,exploitant agricole viticulteur,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_10_1_PF_03,Gironde,propriétaire,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_10_1_PF_04,Gironde,ouvrier bâtiment,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_02_1_PF_01,Gironde,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_02_1_PF_02,Gironde,correspondant presse,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_02_1_PF_03,Gironde,professeur agrégé Université,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_02_1_PF_04,Gironde,ingénieur,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_02_1_PF_05,Gironde,inspecteur Finances,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_033_03_1_PF_01,Gironde,président-directeur général Société d'économie mixte d'Equipement et de Construction,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_03_1_PF_02,Gironde,docteur en médecine,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_03_1_PF_03,Gironde,professeur Faculté des Lettres et Sciences humaines,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_033_03_1_PF_04,Gironde,ouvrier SNCF,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_03_1_PF_05,Gironde,éditeur,Républicain du centre,23/06/1968,Centre
EL047_L_1968_06_033_04_1_PF_01,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,23/06/1968,SFIO
EL047_L_1968_06_033_04_1_PF_02,Gironde,propriétaire viticulteur exploitant,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_04_1_PF_03,Gironde,ouvrier pétroles,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_04_1_PF_04,Gironde,fonctionnaire Finances,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_033_05_1_PF_01,Gironde,non mentionné,Progrès et démocratie moderne,23/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_033_05_1_PF_02,Gironde,instituteur,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_05_1_PF_03,Gironde,non mentionné,Républicain de progrès,23/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_033_05_1_PF_04,Gironde,économiste,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_05_1_PF_05,Gironde,ingénieur Ecole centrale,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_06_1_PF_01,Gironde,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_06_1_PF_02,Gironde,docteur,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_06_1_PF_03,Gironde,professeur,Parti socialiste unifié,23/06/1968,Parti socialiste unifié
EL047_L_1968_06_033_06_1_PF_04,Gironde,agent commercial,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_07_1_PF_01,Gironde,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_07_1_PF_02,Gironde,ouvrier chaudronnier SNCF,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_07_1_PF_03,Gironde,horticulteur-paysagiste,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_07_1_PF_04,Gironde,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_08_1_PF_01,Gironde,non mentionné,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_08_1_PF_02,Gironde,propriétaire exploitant,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_08_1_PF_03,Gironde,direction service aide sociale arrondissement,libéral,23/06/1968,Libéraux / indépendants
EL047_L_1968_06_033_08_1_PF_04,Gironde,non mentionné,Républicains du centre,23/06/1968,Centre
EL047_L_1968_06_033_09_1_PF_01,Gironde,non mentionné,non mentionné,23/06/1968,Non mentionné
EL047_L_1968_06_033_09_1_PF_02,Gironde,docteur en médecine,Parti communiste français,23/06/1968,Parti communiste français
EL047_L_1968_06_033_09_1_PF_03,Gironde,professeur histoire géographie,Fédération de la gauche démocrate et socialiste,23/06/1968,FGDS
EL047_L_1968_06_033_09_1_PF_04,Gironde,viticulteur exploitant,non mentionné,23/06/1968,Non mentionné
