id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL175_L_1988_06_033_01_1_PF_02,Gironde,avocat,Front national,05/06/1988,Front national
EL175_L_1988_06_033_01_1_PF_03,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_01_1_PF_04,Gironde,écrivain,Entente libérale libertaire européenne,05/06/1988,Libéraux / indépendants
EL175_L_1988_06_033_01_1_PF_05,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_10_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_10_1_PF_02,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_10_1_PF_03,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_11_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_11_1_PF_02,Gironde,secrétaire direction,Front national,05/06/1988,Front national
EL175_L_1988_06_033_11_1_PF_03,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_11_1_PF_04,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_02_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_02_1_PF_02,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_02_1_PF_03,Gironde,professeur,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_02_1_PF_04,Gironde,avocat,Front national,05/06/1988,Front national
EL175_L_1988_06_033_03_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_03_1_PF_02,Gironde,chef d'entreprise,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_03_1_PF_03,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_03_1_PF_04,Gironde,non mentionné,Front national,05/06/1988,Front national
EL175_L_1988_06_033_03_1_PF_05,Gironde,éditeur,Parti national démocrate,05/06/1988,Parti national démocrate
EL175_L_1988_06_033_04_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_04_1_PF_02,Gironde,chef d'exploitation,Front national,05/06/1988,Front national
EL175_L_1988_06_033_04_1_PF_03,Gironde,avocat,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_04_1_PF_04,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_05_1_PF_01,Gironde,conseiller ministériel,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_05_1_PF_02,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_05_1_PF_03,Gironde,chef d'entreprises,Front national,05/06/1988,Front national
EL175_L_1988_06_033_05_1_PF_04,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_06_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_06_1_PF_02,Gironde,agent d'assurances,Front national,05/06/1988,Front national
EL175_L_1988_06_033_06_1_PF_03,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_06_1_PF_04,Gironde,ingénieur électronicien,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_07_1_PF_01,Gironde,ingénieur bâtiment et travaux publics,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_07_1_PF_02,Gironde,ingénieur,Front national,05/06/1988,Front national
EL175_L_1988_06_033_07_1_PF_03,Gironde,enseignant chercheur,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_07_1_PF_04,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_08_1_PF_01,Gironde,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_08_1_PF_02,Gironde,chirurgien chef de service Hôpitaux,indépendants,05/06/1988,Indépendant
EL175_L_1988_06_033_08_1_PF_03,Gironde,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_08_1_PF_04,Gironde,ingénieur,Front national,05/06/1988,Front national
EL175_L_1988_06_033_08_1_PF_05,Gironde,non mentionné,Rassemblement pour la République,05/06/1988,RPR
EL175_L_1988_06_033_09_1_PF_01,Gironde,viticulteur,Front national,05/06/1988,Front national
EL175_L_1988_06_033_09_1_PF_02,Gironde,non mentionné,Parti socialiste,05/06/1988,Parti socialiste
EL175_L_1988_06_033_09_1_PF_03,Gironde,chirurgien-dentiste,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_033_09_1_PF_04,Gironde,attaché parlementaire,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_033_09_1_PF_05,Gironde,non mentionné,Parti ouvrier européen,05/06/1988,Parti ouvrier européen
EL175_L_1988_06_055_01_1_PF_01,Meuse,sous-préfet,Rassemblement pour la République,05/06/1988,RPR
EL175_L_1988_06_055_01_1_PF_02,Meuse,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_055_01_1_PF_03,Meuse,fonctionnaire,Front national,05/06/1988,Front national
EL175_L_1988_06_055_01_1_PF_04,Meuse,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_055_02_1_PF_01,Meuse,non mentionné,non mentionné,05/06/1988,Non mentionné
EL175_L_1988_06_055_02_1_PF_02,Meuse,docteur en médecine,libre,05/06/1988,Sans parti
EL175_L_1988_06_055_02_1_PF_03,Meuse,non mentionné,Front national,05/06/1988,Front national
EL175_L_1988_06_055_02_1_PF_04,Meuse,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL175_L_1988_06_055_02_1_PF_05,Meuse,non mentionné,Rassemblement pour la République,05/06/1988,RPR
EL177_L_1988_06_080_01_1_PF_01,Somme,non mentionné,Parti socialiste,05/06/1988,Parti socialiste
EL177_L_1988_06_080_01_1_PF_02,Somme,instituteur,Front national,05/06/1988,Front national
EL177_L_1988_06_080_01_1_PF_03,Somme,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_01_1_PF_04,Somme,assistante sociale,autogestionnaire,05/06/1988,Gauche autogestionnaire / résistante
EL177_L_1988_06_080_01_1_PF_05,Somme,cheminot,Rassemblement pour la République,05/06/1988,RPR
EL177_L_1988_06_080_02_1_PF_01,Somme,non mentionné,Front national,05/06/1988,Front national
EL177_L_1988_06_080_02_1_PF_02,Somme,professeur,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_02_1_PF_03,Somme,non mentionné,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_02_1_PF_04,Somme,chargé de mission Office culturel,autogestionnaire,05/06/1988,Gauche autogestionnaire / résistante
EL177_L_1988_06_080_02_1_PF_05,Somme,économiste,Parti socialiste,05/06/1988,Parti socialiste
EL177_L_1988_06_080_03_1_PF_01,Somme,médecin,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_03_1_PF_02,Somme,avocat,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_03_1_PF_03,Somme,employé banque,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_03_1_PF_04,Somme,non mentionné,Front national,05/06/1988,Front national
EL177_L_1988_06_080_04_1_PF_01,Somme,non mentionné,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_04_1_PF_02,Somme,psychologue,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_04_1_PF_03,Somme,agriculteur,Front national,05/06/1988,Front national
EL177_L_1988_06_080_04_1_PF_04,Somme,non mentionné,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_05_1_PF_01,Somme,non mentionné,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_05_1_PF_02,Somme,juriste entreprise,indépendant,05/06/1988,Indépendant
EL177_L_1988_06_080_05_1_PF_03,Somme,professeur,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_05_1_PF_04,Somme,non mentionné,Front national,05/06/1988,Front national
EL177_L_1988_06_080_05_1_PF_05,Somme,administrateur sociétés,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_06_1_PF_01,Somme,garde républicain,Front national,05/06/1988,Front national
EL177_L_1988_06_080_06_1_PF_02,Somme,professeur,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_080_06_1_PF_03,Somme,avocat,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_080_06_1_PF_04,Somme,non mentionné,Centre national des indépendants et paysans,05/06/1988,CNIP / Indépendants et paysans
EL177_L_1988_06_089_01_1_PF_01,Yonne,non mentionné,Rassemblement pour la République,05/06/1988,RPR
EL177_L_1988_06_089_01_1_PF_02,Yonne,instituteur,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_089_01_1_PF_03,Yonne,entrepreneur,Front national,05/06/1988,Front national
EL177_L_1988_06_089_01_1_PF_04,Yonne,instituteur,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_089_01_1_PF_05,Yonne,vie active,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_089_01_1_PF_06,Yonne,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_089_02_1_PF_01,Yonne,non mentionné,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_089_02_1_PF_02,Yonne,directeur sociétés,Front national,05/06/1988,Front national
EL177_L_1988_06_089_02_1_PF_03,Yonne,non mentionné,indépendant gaulliste,05/06/1988,Gaullistes indépendants
EL177_L_1988_06_089_02_1_PF_04,Yonne,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL177_L_1988_06_089_02_1_PF_05,Yonne,haut fonctionnaire,non mentionné,05/06/1988,Non mentionné
EL177_L_1988_06_089_03_1_PF_01,Yonne,non mentionné,Rassemblement pour la République,05/06/1988,RPR
EL177_L_1988_06_089_03_1_PF_02,Yonne,non mentionné,Union pour la démocratie française,05/06/1988,UDF
EL177_L_1988_06_089_03_1_PF_03,Yonne,directeur sociétés,Front national,05/06/1988,Front national
EL177_L_1988_06_089_03_1_PF_04,Yonne,non mentionné,Parti communiste français,05/06/1988,Parti communiste français
EL174_L_1988_06_007_01_2_PF_01,Ardèche,non mentionné,non mentionné,12/06/1988,Non mentionné
EL174_L_1988_06_007_01_2_PF_02,Ardèche,non mentionné,non mentionné,12/06/1988,Non mentionné
EL174_L_1988_06_007_02_2_PF_01,Ardèche,non mentionné,non mentionné,12/06/1988,Non mentionné
EL174_L_1988_06_007_02_2_PF_02,Ardèche,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL174_L_1988_06_007_03_2_PF_01,Ardèche,non mentionné,non mentionné,12/06/1988,Non mentionné
EL174_L_1988_06_007_03_2_PF_02,Ardèche,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL175_L_1988_06_031_02_2_PF_01,Haute-Garonne,médecin,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_031_02_2_PF_02,Haute-Garonne,médecin cardiologue,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_031_03_2_PF_01,Haute-Garonne,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_031_03_2_PF_02,Haute-Garonne,ingénieur,Parti socialiste,12/06/1988,Parti socialiste
EL175_L_1988_06_031_04_2_PF_01,Haute-Garonne,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_031_04_2_PF_02,Haute-Garonne,non mentionné,Parti socialiste,12/06/1988,Parti socialiste
EL175_L_1988_06_031_06_2_PF_01,Haute-Garonne,avocat,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_031_06_2_PF_02,Haute-Garonne,non mentionné,Parti socialiste,12/06/1988,Parti socialiste
EL175_L_1988_06_033_01_2_PF_01,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_01_2_PF_02,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_10_2_PF_01,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_10_2_PF_02,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_03_2_PF_01,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_03_2_PF_02,Gironde,chef d'entreprise,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_05_2_PF_01,Gironde,conseiller ministériel,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_05_2_PF_02,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_07_2_PF_01,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_07_2_PF_02,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_08_2_PF_01,Gironde,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL175_L_1988_06_033_08_2_PF_02,Gironde,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_09_2_PF_01,Gironde,chirurgien-dentiste,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_033_09_2_PF_02,Gironde,non mentionné,Parti socialiste,12/06/1988,Parti socialiste
EL175_L_1988_06_055_01_2_PF_01,Meuse,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_055_01_2_PF_02,Meuse,sous-préfet,Rassemblement pour la République,12/06/1988,RPR
EL175_L_1988_06_055_02_2_PF_01,Meuse,non mentionné,non mentionné,12/06/1988,Non mentionné
EL175_L_1988_06_055_02_2_PF_02,Meuse,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL177_L_1988_06_080_01_2_PF_01,Somme,non mentionné,Parti socialiste,12/06/1988,Parti socialiste
EL177_L_1988_06_080_01_2_PF_02,Somme,cheminot,Rassemblement pour la République,12/06/1988,RPR
EL177_L_1988_06_080_02_2_PF_01,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_02_2_PF_02,Somme,non mentionné,Parti socialiste,12/06/1988,Parti socialiste
EL177_L_1988_06_080_03_2_PF_01,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_03_2_PF_02,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_04_2_PF_01,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_04_2_PF_02,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_06_2_PF_01,Somme,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_080_06_2_PF_02,Somme,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL177_L_1988_06_089_01_2_PF_01,Yonne,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL177_L_1988_06_089_01_2_PF_02,Yonne,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_089_02_2_PF_01,Yonne,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_089_03_2_PF_01,Yonne,non mentionné,non mentionné,12/06/1988,Non mentionné
EL177_L_1988_06_089_03_2_PF_02,Yonne,non mentionné,Rassemblement pour la République,12/06/1988,RPR
EL189_L_1993_03_007_01_1_PF_01,Ardèche,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL189_L_1993_03_007_01_1_PF_02,Ardèche,non mentionné,non mentionné,21/03/1993,Non mentionné
EL189_L_1993_03_007_01_1_PF_03,Ardèche,ingénieur agronome,Verts,21/03/1993,Les Verts
EL189_L_1993_03_007_01_1_PF_04,Ardèche,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL189_L_1993_03_007_01_1_PF_05,Ardèche,non mentionné,non mentionné,21/03/1993,Non mentionné
EL189_L_1993_03_007_01_1_PF_06,Ardèche,directeur achats,Union des indépendants,21/03/1993,Républicains indépendants
EL189_L_1993_03_007_01_1_PF_07,Ardèche,industriel,Front national,21/03/1993,Front national
EL189_L_1993_03_007_01_1_PF_08,Ardèche,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL189_L_1993_03_007_02_1_PF_01,Ardèche,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL189_L_1993_03_007_02_1_PF_02,Ardèche,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL189_L_1993_03_007_02_1_PF_03,Ardèche,artisan commerçant,Verts,21/03/1993,Les Verts
EL189_L_1993_03_007_02_1_PF_04,Ardèche,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL189_L_1993_03_007_02_1_PF_05,Ardèche,non mentionné,non mentionné,21/03/1993,Non mentionné
EL189_L_1993_03_007_02_1_PF_06,Ardèche,agriculteur,Union des indépendants,21/03/1993,Républicains indépendants
EL189_L_1993_03_007_02_1_PF_07,Ardèche,huissier de justice,Front national,21/03/1993,Front national
EL189_L_1993_03_007_02_1_PF_08,Ardèche,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL189_L_1993_03_007_03_1_PF_01,Ardèche,formateur Permanence d'accueil d'information et d'orientation,Solidarité écologie gauche alternative,21/03/1993,Écologistes divers
EL189_L_1993_03_007_03_1_PF_02,Ardèche,instituteur,Parti communiste français,21/03/1993,Parti communiste français
EL189_L_1993_03_007_03_1_PF_03,Ardèche,non mentionné,non mentionné,21/03/1993,Non mentionné
EL189_L_1993_03_007_03_1_PF_04,Ardèche,non mentionné,Ecologie les Verts,21/03/1993,Les Verts
EL189_L_1993_03_007_03_1_PF_05,Ardèche,profession libérale,Mouvement des réformateurs,21/03/1993,Mouvement réformateur
EL189_L_1993_03_007_03_1_PF_06,Ardèche,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL189_L_1993_03_007_03_1_PF_07,Ardèche,non mentionné,Centre des démocrates sociaux,21/03/1993,Centre des démocrates sociaux
EL189_L_1993_03_007_03_1_PF_08,Ardèche,avocat,non mentionné,21/03/1993,Non mentionné
EL189_L_1993_03_007_03_1_PF_09,Ardèche,ingénieur,Union des indépendants,21/03/1993,Républicains indépendants
EL189_L_1993_03_007_03_1_PF_10,Ardèche,avocat,Front national,21/03/1993,Front national
EL191_L_1993_03_031_01_1_PF_01,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_01_1_PF_02,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_01_1_PF_03,Haute-Garonne,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL191_L_1993_03_031_01_1_PF_04,Haute-Garonne,masseur-kinésithérapeute libéral,Front national,21/03/1993,Front national
EL191_L_1993_03_031_01_1_PF_05,Haute-Garonne,commerçant,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_01_1_PF_06,Haute-Garonne,éducatrice,Verts,21/03/1993,Les Verts
EL191_L_1993_03_031_01_1_PF_07,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_02_1_PF_01,Haute-Garonne,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL191_L_1993_03_031_02_1_PF_02,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_02_1_PF_03,Haute-Garonne,médecin cardiologue,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_02_1_PF_04,Haute-Garonne,ingénieur commercial,Front national,21/03/1993,Front national
EL191_L_1993_03_031_02_1_PF_05,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_02_1_PF_06,Haute-Garonne,chef d'entreprise,Démocratie chrétienne française,21/03/1993,Démocratie chrétienne
EL191_L_1993_03_031_02_1_PF_07,Haute-Garonne,employé communal,Parti des travailleurs,21/03/1993,Parti des travailleurs
EL191_L_1993_03_031_02_1_PF_08,Haute-Garonne,non mentionné,indépendant,21/03/1993,Indépendant
EL191_L_1993_03_031_02_1_PF_09,Haute-Garonne,statisticien-économiste INSEE,Verts,21/03/1993,Les Verts
EL191_L_1993_03_031_02_1_PF_10,Haute-Garonne,non mentionné,apolitique,21/03/1993,Sans parti
EL191_L_1993_03_031_02_1_PF_11,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_02_1_PF_12,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_02_1_PF_13,Haute-Garonne,responsable régional industrie pharmaceutique,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_03_1_PF_01,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_03_1_PF_02,Haute-Garonne,avocat,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_031_03_1_PF_03,Haute-Garonne,directeur commercial,Front national,21/03/1993,Front national
EL191_L_1993_03_031_03_1_PF_04,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_03_1_PF_05,Haute-Garonne,professeur Université,Verts,21/03/1993,Les Verts
EL191_L_1993_03_031_03_1_PF_06,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_03_1_PF_07,Haute-Garonne,électronicien,Verts,21/03/1993,Les Verts
EL191_L_1993_03_031_03_1_PF_08,Haute-Garonne,professeur,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_03_1_PF_09,Haute-Garonne,enseignant,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_03_1_PF_10,Haute-Garonne,agriculteur,Syndicat national de défense du droit des agriculteurs,21/03/1993,Défense agriculteurs
EL191_L_1993_03_031_03_1_PF_11,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_04_1_PF_01,Haute-Garonne,directeur bureau d'études environnement,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_031_04_1_PF_02,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_04_1_PF_03,Haute-Garonne,instituteur,Ligue communiste révolutionnaire,21/03/1993,Ligue communiste révolutionnaire
EL191_L_1993_03_031_04_1_PF_04,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_04_1_PF_05,Haute-Garonne,cadre entreprise,Front national,21/03/1993,Front national
EL191_L_1993_03_031_04_1_PF_06,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_04_1_PF_07,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_04_1_PF_08,Haute-Garonne,employé Télécoms,Parti des travailleurs,21/03/1993,Parti des travailleurs
EL191_L_1993_03_031_04_1_PF_09,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_04_1_PF_10,Haute-Garonne,professeur science védique,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_05_1_PF_01,Haute-Garonne,chargé de recherche,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_031_05_1_PF_02,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_05_1_PF_03,Haute-Garonne,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_031_05_1_PF_04,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_05_1_PF_05,Haute-Garonne,ingénieur aéronautique,Front national,21/03/1993,Front national
EL191_L_1993_03_031_05_1_PF_06,Haute-Garonne,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL191_L_1993_03_031_05_1_PF_07,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_05_1_PF_08,Haute-Garonne,médecin chercheur,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_06_1_PF_01,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_06_1_PF_02,Haute-Garonne,employé bureau,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_031_06_1_PF_03,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_06_1_PF_04,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_06_1_PF_05,Haute-Garonne,médecin généraliste,Front national,21/03/1993,Front national
EL191_L_1993_03_031_06_1_PF_06,Haute-Garonne,professeur mathématiques lycée,Collectif Vraiment à gauche,21/03/1993,Gauche radicale
EL191_L_1993_03_031_06_1_PF_07,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_06_1_PF_08,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_06_1_PF_09,Haute-Garonne,attaché commercial édition,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_07_1_PF_01,Haute-Garonne,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_031_07_1_PF_02,Haute-Garonne,non mentionné,Centre des démocrates sociaux,21/03/1993,Centre des démocrates sociaux
EL191_L_1993_03_031_07_1_PF_03,Haute-Garonne,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_07_1_PF_04,Haute-Garonne,chef d'entreprise menuiserie artisanale,Front national,21/03/1993,Front national
EL191_L_1993_03_031_07_1_PF_05,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_07_1_PF_06,Haute-Garonne,ingénieur commercial,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_07_1_PF_07,Haute-Garonne,ingénieur biologie spatiale,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_031_07_1_PF_08,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_031_08_1_PF_01,Haute-Garonne,architecte DPLG,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_031_08_1_PF_02,Haute-Garonne,professeur histoire géographie,Ligue communiste révolutionnaire,21/03/1993,Ligue communiste révolutionnaire
EL191_L_1993_03_031_08_1_PF_03,Haute-Garonne,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL191_L_1993_03_031_08_1_PF_04,Haute-Garonne,agriculteur,Coordination rurale,21/03/1993,Coordination rurale
EL191_L_1993_03_031_08_1_PF_05,Haute-Garonne,conseil communication,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_031_08_1_PF_06,Haute-Garonne,responsable bureau d'étude entreprise travaux publics,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_08_1_PF_07,Haute-Garonne,chef d'entreprise,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_031_08_1_PF_08,Haute-Garonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_031_08_1_PF_09,Haute-Garonne,agriculteur,Front national,21/03/1993,Front national
